staging_id,company,season,episode_number,pitch_number,season_start,season_end,original_air_date,episode_title,anchor,sector,business_description,company_website,started_in,founder_count,male_presenters,female_presenters,transgender_presenters,couple_presenters,pitchers_average_age,pitchers_city,pitchers_state,yearly_revenue,monthly_sales,gross_margin,net_margin,ebitda,cash_burn,skus,has_patents,bootstrapped,part_of_match_off,asked_amount,equity_asked,valuation_requested,received_offer,accepted_offer,invested_amount,equity_final,total_deal_debt,deal_valuation,number_of_sharks_in_deal,deal_has_conditions,royalty_percentage,royalty_recouped_amount,advisory_shares_equity,namita_present,vineeta_present,anupam_present,aman_present,peyush_present,ritesh_present,amit_present,guest_present
325,TheCinnamonKitchen,Season 3,2,325,2024-01-22,2024-03-31,2024-01-23,An Entrepreneurial Showcase,Rahul Dua,Food and Beverage,Plant-based healthy snacks,https://cinnamon.kitchen/,2019,1,,1.0,,0,,Chandigarh,Punjab,82.0,,,,,,,0,0,0,60.0,2.0,3000.0,1,1,60.0,5.0,,1200.0,1.0,0,,,,1,1,1,1,0,0,0,1
326,WtfGyms,Season 3,2,326,2024-01-22,2024-03-31,2024-01-23,An Entrepreneurial Showcase,Rahul Dua,Business Services,Gyms service,https://wtfup.me/,2021,2,1.0,1.0,,1,,Noida,Uttar Pradesh,,65.0,,,,,,0,0,0,100.0,2.0,5000.0,0,,,,,,,0,,,,1,1,1,1,0,0,0,1
327,Intervue,Season 3,2,327,2024-01-22,2024-03-31,2024-01-23,An Entrepreneurial Showcase,Rahul Dua,Technology/Software,Conducts technical interviews online,https://www.intervue.io/,2020,2,2.0,,,0,,"Ludhiana,Ghaziabad","Punjab,Uttar Pradesh",870.0,,,,,,,0,0,0,150.0,1.0,15000.0,1,1,150.0,2.0,,7500.0,1.0,0,,,,1,1,1,1,0,0,0,1
328,RodBez,Season 3,3,328,2024-01-22,2024-03-31,2024-01-24,Quest For Investment,Rahul Dua,Vehicles/Electrical Vehicles,Taxi-service for Bihar,https://rodbez.in/,2022,2,2.0,,,0,,Saharsa,Bihar,,6.0,,,,,,0,0,0,50.0,5.0,1000.0,1,1,20.0,5.0,30.0,400.0,2.0,0,,,,0,1,1,1,1,1,0,0
329,Blix,Season 3,3,329,2024-01-22,2024-03-31,2024-01-24,Quest For Investment,Rahul Dua,Technology/Software,Robotics toys,https://blix.in/,2021,1,1.0,,,0,,Mumbai,Maharashtra,400.0,36.0,50.0,,,,,0,0,0,80.0,2.0,4000.0,1,1,80.0,4.0,,2000.0,2.0,0,,,,0,1,1,1,1,1,0,0
330,Homversity,Season 3,3,330,2024-01-22,2024-03-31,2024-01-24,Quest For Investment,Rahul Dua,Technology/Software,Digital student housing app,https://www.homversity.com/,2022,1,1.0,,,0,,Ahmedabad,Gujarat,,100.0,,,,,,0,0,0,65.0,2.0,3250.0,0,,,,,,,0,,,,0,1,1,1,1,1,0,0
331,TURMS,Season 3,4,331,2024-01-22,2024-03-31,2024-01-25,Smart Solutions For A Smarter India,Rahul Dua,Beauty/Fashion,Intelligent Clothing,https://urturms.com/,2022,1,1.0,,,0,,Bangalore,Karnataka,70.0,86.0,,,,,,0,0,0,120.0,2.0,6000.0,1,1,120.0,4.0,,3000.0,1.0,0,,,,0,1,1,1,1,0,0,1
332,mintree,Season 3,4,332,2024-01-22,2024-03-31,2024-01-25,Smart Solutions For A Smarter India,Rahul Dua,Beauty/Fashion,Skincare products,https://mintree.us/,2018,1,,1.0,,0,,Nagpur,Maharashtra,900.0,,,,,,,0,0,0,90.0,1.0,9000.0,1,1,90.0,1.5,,6000.0,2.0,0,,,,0,1,1,1,1,0,0,1
333,80Wash,Season 3,4,333,2024-01-22,2024-03-31,2024-01-25,Smart Solutions For A Smarter India,Rahul Dua,Manufacturing,Waterless washing machine,https://80wash.com/,2021,3,3.0,,,0,,Chandigarh,Punjab,,,,,,,,1,0,0,100.0,2.5,4000.0,0,,,,,,,0,,,,0,1,1,1,1,0,0,1
334,DilFoods,Season 3,5,334,2024-01-22,2024-03-31,2024-01-26,Innovative Ventures Vie For Sharks' Favour,Rahul Dua,Food and Beverage,Virtual restaurant service,https://dilfoods.in/,2022,1,,1.0,,0,,Ranchi,Jharkhand,700.0,,,,,,,0,0,0,50.0,0.5,10000.0,1,1,200.0,2.67,,7490.636704,4.0,0,,,,0,1,0,1,1,1,0,1
335,AIKavach/Panoplia,Season 3,5,335,2024-01-22,2024-03-31,2024-01-26,Innovative Ventures Vie For Sharks' Favour,Rahul Dua,Technology/Software,Online security app,https://kavach.co.in/,2023,1,,1.0,,0,,Hyderabad,Telangana,,,,,,,,1,0,0,50.0,1.25,4000.0,1,1,100.0,2.5,,4000.0,2.0,1,,,2.5,0,1,0,1,1,1,0,1
336,Bartisans,Season 3,5,336,2024-01-22,2024-03-31,2024-01-26,Innovative Ventures Vie For Sharks' Favour,Rahul Dua,Liquor/Alcohol,Cocktail Mocktail mixers,https://www.bartisans.in/,2021,2,1.0,1.0,,0,,Mumbai,Maharashtra,143.0,35.0,70.0,,,,,0,0,0,100.0,2.5,4000.0,1,0,,,,,,0,,,,0,1,0,1,1,1,0,1
337,Aretto,Season 3,6,337,2024-01-22,2024-03-31,2024-01-29,Nurturing The Spirit Of Entrepreneurship,Rahul Dua,Manufacturing,Expandable Shoes For Kids,https://wearetto.com/,2020,1,1.0,,,0,,Pune,Maharashtra,700.0,60.0,57.0,,,,5.0,1,0,0,80.0,1.0,8000.0,0,,,,,,,0,,,,1,1,1,1,1,0,0,0
338,Kalakaram,Season 3,6,338,2024-01-22,2024-03-31,2024-01-29,Nurturing The Spirit Of Entrepreneurship,Rahul Dua,Manufacturing,"Unique, creative and exciting DIY kits for all ages",https://kalakaram.com/,2022,1,1.0,,,0,,Gurgaon,Haryana,500.0,50.0,,23.0,,,,0,0,0,50.0,2.5,2000.0,1,1,60.0,6.0,,,3.0,0,,,,1,1,1,1,1,0,0,0
339,NabhiSutra,Season 3,6,339,2024-01-22,2024-03-31,2024-01-29,Nurturing The Spirit Of Entrepreneurship,Rahul Dua,Beauty/Fashion,Navel Ayurvedic Oils Online,https://nabhisutra.com/,,2,1.0,1.0,,0,,Vadodara,Gujarat,450.0,50.0,,8.0,,,,0,0,0,60.0,3.0,2000.0,0,,,,,,,0,,,,1,1,1,1,1,0,0,0
340,Zorko,Season 3,7,340,2024-01-22,2024-03-31,2024-01-30,Diverse Ventures Compete For Sharks' Attention,Rahul Dua,Food and Beverage,Quick service restaurant,https://zorko.in/,2021,2,2.0,,,0,,Surat,Gujarat,3000.0,240.0,40.0,20.0,,,,0,0,0,150.0,1.0,15000.0,1,0,,,,,,0,,,,0,1,1,1,1,1,0,0
341,Tramboo,Season 3,7,341,2024-01-22,2024-03-31,2024-01-30,Diverse Ventures Compete For Sharks' Attention,Rahul Dua,Fitness/Sports/Outdoors,Kashmir willow bats,https://tramboosports.com/,2021,2,2.0,,,0,,Srinagar,Jammu & Kashmir,600.0,18.0,,25.0,,,,0,0,0,30.0,3.0,1000.0,1,1,30.0,4.0,,750.0,2.0,0,,,,0,1,1,1,1,1,0,0
342,WeHear,Season 3,7,342,2024-01-22,2024-03-31,2024-01-30,Diverse Ventures Compete For Sharks' Attention,Rahul Dua,Medical/Health,Hearing Solutions,https://wehear.in/,2017,2,2.0,,,0,,Ahmedabad,Gujarat,282.0,93.0,,,,,,1,0,0,250.0,1.0,25000.0,1,1,250.0,1.0,,25000.0,1.0,1,,,1.5,0,1,1,1,1,1,0,0
343,Tiggle,Season 3,8,343,2024-01-22,2024-03-31,2024-01-31,Entrepreneurial Innovation,Rahul Dua,Food and Beverage,Chocolate mixes,https://thetiggle.com/,2020,1,,1.0,,0,,Agra,Uttar Pradesh,150.0,12.0,,,,,,0,0,0,50.0,5.0,1000.0,1,1,50.0,20.0,,250.0,2.0,0,2.0,100.0,,1,0,1,0,1,0,1,1
344,WYLDCard,Season 3,8,344,2024-01-22,2024-03-31,2024-01-31,Entrepreneurial Innovation,Rahul Dua,Technology/Software,Customer as Infulencer,https://www.getwyld.in/,2023,3,3.0,,,0,,Mumbai,Maharashtra,,,,,,,,0,0,0,50.0,0.5,10000.0,1,1,75.0,1.5,,5000.0,1.0,0,,,,1,0,1,0,1,0,1,1
345,upliance.ai,Season 3,8,345,2024-01-22,2024-03-31,2024-01-31,Entrepreneurial Innovation,Rahul Dua,Lifestyle/Home,Smart Cooker,upliance.ai,2021,2,2.0,,,0,,Bangalore,Karnataka,,,,,,,,1,0,0,100.0,1.0,10000.0,1,0,,,,,,0,,,,1,0,1,0,1,0,1,1
346,PizzaGalleria,Season 3,9,346,2024-01-22,2024-03-31,2024-02-01,Entrepreneurial Brilliance,Rahul Dua,Food and Beverage,100% Veg Pizza,https://pizzagalleria.in/,2015,2,2.0,,,0,,Gohana,Haryana,115.0,,,15.0,,,,0,0,0,100.0,2.0,5000.0,0,,,,,,,0,,,,1,1,1,1,0,0,0,1
347,AiCars,Season 3,9,347,2024-01-22,2024-03-31,2024-02-01,Entrepreneurial Brilliance,Rahul Dua,Vehicles/Electrical Vehicles,Hydrogen powered AI Car,https://aicars.in/,2021,1,1.0,,,0,,Yavatmal,Maharashtra,,,,,,,,0,0,0,200.0,4.0,5000.0,0,,,,,,,0,,,,1,1,1,1,0,0,0,1
348,RooftopApp,Season 3,9,348,2024-01-22,2024-03-31,2024-02-01,Entrepreneurial Brilliance,Rahul Dua,Technology/Software,Art Learning platform,https://rooftopapp.com/,2019,1,1.0,,,0,,Mumbai,Maharashtra,,,,,,,,0,0,0,200.0,4.0,5000.0,0,,,,,,,0,,,,1,1,1,1,0,0,0,1
349,GoenchiFeni,Season 3,10,349,2024-01-22,2024-03-31,2024-02-02,Pitching Innovation,Rahul Dua,Liquor/Alcohol,Alcohol brand,https://www.goenchi.com/homepage/,2023,2,1.0,1.0,,0,,Goa,Goa,,,42.0,,,,,0,0,0,100.0,5.0,2000.0,1,1,200.0,15.0,,1333.333333,1.0,0,,,,1,1,1,1,0,0,0,1
350,Arata,Season 3,10,350,2024-01-22,2024-03-31,2024-02-02,Pitching Innovation,Rahul Dua,Beauty/Fashion,Hair care,https://www.arata.in/,2018,2,2.0,,,0,,Delhi,Delhi,170.0,200.0,,5.0,,,,0,0,0,100.0,1.25,8000.0,1,1,100.0,1.33,,7518.796992,2.0,1,,,0.6,1,1,1,1,0,0,0,1
351,Vecros,Season 3,10,351,2024-01-22,2024-03-31,2024-02-02,Pitching Innovation,Rahul Dua,Technology/Software,Spatial AI drone,https://vecros.com/,2018,2,1.0,1.0,,0,,Delhi,Delhi,0.0,9.0,,,,,,0,0,0,100.0,2.5,4000.0,1,1,20.0,1.0,80.0,2000.0,1.0,0,,,,1,1,1,1,0,0,0,1
352,GudGum,Season 3,11,352,2024-01-22,2024-03-31,2024-02-05,Disrupting The Status Quo,Rahul Dua,Food and Beverage,Healthy Chewing Gum brand,https://gudgum.in/,2022,2,2.0,,,0,,Bangalore,Karnataka,,,,,,,9.0,0,0,0,50.0,5.0,1000.0,1,1,80.0,10.0,,800.0,4.0,0,4.0,80.0,,1,1,1,1,0,1,0,0
353,EvaScalp,Season 3,11,353,2024-01-22,2024-03-31,2024-02-05,Disrupting The Status Quo,Rahul Dua,Medical/Health,Post Chemo Scalp Cooling brand,https://evascalpcooling.co.in/,2020,1,1.0,,,0,,Mumbai,Maharashtra,59.0,10.0,85.0,,,,,1,0,0,30.0,1.2,2500.0,1,1,30.0,1.8,,1666.666667,3.0,0,,,,1,1,1,1,0,1,0,0
354,Elitty,Season 3,11,354,2024-01-22,2024-03-31,2024-02-05,Disrupting The Status Quo,Rahul Dua,Beauty/Fashion,Teenage Make-up,https://elittybeauty.com/,,2,,2.0,,0,,Gurgaon,Haryana,113.0,11.0,36.0,,,,,0,0,0,100.0,4.0,2500.0,1,0,,,,,,0,,,,1,1,1,1,0,1,0,0
355,HoneyTwigs,Season 3,12,355,2024-01-22,2024-03-31,2024-02-06,Showcase Of Innovation,Rahul Dua,Food and Beverage,Honey products,https://honeytwigs.co/,,3,3.0,,,0,,Delhi,Delhi,400.0,35.0,,,,,,0,0,0,75.0,3.0,2500.0,1,1,75.0,3.0,,2500.0,3.0,0,,,,0,1,1,1,1,1,0,0
356,Koparo,Season 3,12,356,2024-01-22,2024-03-31,2024-02-06,Showcase Of Innovation,Rahul Dua,Food and Beverage,Coconut based Cleaning Products,https://koparoclean.com/,2020,1,,1.0,,0,,Delhi,Delhi,450.0,80.0,,,,,,0,0,0,70.0,1.0,7000.0,1,1,70.0,1.0,,7000.0,2.0,0,,,,0,1,1,1,1,1,0,0
357,2Ballz,Season 3,12,357,2024-01-22,2024-03-31,2024-02-06,Showcase Of Innovation,Rahul Dua,Beauty/Fashion,Mens Innerwear,https://2ballz.com/,2023,3,3.0,,,0,,Indore,Madhya Pradesh,,164.0,,,,,,0,0,0,30.0,5.0,600.0,0,,,,,,,0,,,,0,1,1,1,1,1,0,0
358,JewelBox,Season 3,13,358,2024-01-22,2024-03-31,2024-02-07,Innovation Unleashed,Rahul Dua,Beauty/Fashion,Lab Grown Diamond Jewellery Brand,https://jewelbox.co.in/,,2,1.0,1.0,,0,,Kolkata,West Bengal,520.0,,,,,,,0,0,0,100.0,2.0,5000.0,1,1,200.0,6.0,,3333.333333,5.0,0,,,,0,1,0,1,1,1,0,1
359,DaakRoom,Season 3,13,359,2024-01-22,2024-03-31,2024-02-07,Innovation Unleashed,Rahul Dua,Business Services,Letter Writing Services,https://daakroom.com/,2013,2,,2.0,,0,,Delhi,Delhi,90.0,,,,,,,0,0,0,36.0,4.0,900.0,1,1,36.0,6.0,,600.0,1.0,1,,,,0,1,0,1,1,1,0,1
360,Nuvedo,Season 3,13,360,2024-01-22,2024-03-31,2024-02-07,Innovation Unleashed,Rahul Dua,Food and Beverage,Mushroom Growing Service,https://nuvedo.com/,2021,2,1.0,1.0,,1,,Bangalore,Karnataka,25.0,,,,,,6.0,0,0,0,50.0,3.0,1666.666667,0,,,,,,,0,,,,0,1,0,1,1,1,0,1
361,WALK,Season 3,14,361,2024-01-22,2024-03-31,2024-02-08,Pitch Perfect,Rahul Dua,Medical/Health,Wearable Mobility Aid,https://www.lifesparktech.com/,2018,1,1.0,,,0,,Mumbai,Maharashtra,,,,,,,,1,0,0,50.0,1.5,3333.333333,1,1,50.0,2.3,,2173.913043,2.0,0,,,,1,1,1,1,0,0,1,0
362,RajaRaniCoaching,Season 3,14,362,2024-01-22,2024-03-31,2024-02-08,Pitch Perfect,Rahul Dua,Beauty/Fashion,Clothes Tailoring Academy,https://www.rajaranicoaching.com/,2021,2,1.0,1.0,,1,,Surat,Gujarat,200.0,,,,,,,0,0,0,130.0,5.0,2600.0,1,0,,,,,,0,,,,1,1,1,1,0,0,1,0
363,DecodeAge,Season 3,14,363,2024-01-22,2024-03-31,2024-02-08,Pitch Perfect,Rahul Dua,Medical/Health,Age Longetivity Supplements,https://decodeage.com/,2021,3,3.0,,,0,,Bangalore,Karnataka,1100.0,,70.0,,,,10.0,0,0,0,100.0,1.25,8000.0,1,1,100.0,2.25,,4444.444444,1.0,0,1.0,150.0,,1,1,1,1,0,0,1,0
364,ALittleExtra,Season 3,15,364,2024-01-22,2024-03-31,2024-02-09,Shark Tank Showdown,Rahul Dua,Beauty/Fashion,Hand Made Fabric Jewellery,https://alittleextra.co.in,,1,,1.0,,0,,Guwahati,Assam,122.0,,,11.0,,,,0,0,0,48.0,6.0,800.0,1,1,60.0,7.5,,800.0,2.0,0,,,,1,1,1,1,0,1,0,0
365,Assembly,Season 3,15,365,2024-01-22,2024-03-31,2024-02-09,Shark Tank Showdown,Rahul Dua,Beauty/Fashion,Travel Bags,https://assemblytravel.com/,2018,2,2.0,,,0,,Gurugram,Haryana,1150.0,,,,,,,1,0,1,85.0,1.0,8500.0,1,0,,,,,,0,,,,1,1,1,1,0,1,0,0
366,NasherMiles,Season 3,15,366,2024-01-22,2024-03-31,2024-02-09,Shark Tank Showdown,Rahul Dua,Beauty/Fashion,Travel Bags,https://nashermiles.com/,2017,3,2.0,1.0,,1,,Mumbai,Maharashtra,5700.0,,,,,,,0,0,1,300.0,0.75,40000.0,1,1,300.0,1.5,,20000.0,5.0,0,1.0,300.0,,1,1,1,1,0,1,0,0
367,AltCo,Season 3,16,367,2024-01-22,2024-03-31,2024-02-12,Innovation At Every Step,Rahul Dua,Food and Beverage,Plant based dairy products,https://alt.company/,2020,2,2.0,,,0,,Bangalore,Karnataka,1000.0,110.0,,,,,,0,0,0,150.0,2.0,7500.0,0,,,,,,,0,,,,0,0,1,1,1,0,0,0
368,Without,Season 3,16,368,2024-01-22,2024-03-31,2024-02-12,Innovation At Every Step,Rahul Dua,Beauty/Fashion,Products made from Waste Plastic,https://without.live,2020,1,1.0,,,0,,Pune,Maharashtra,,,,,,,,1,0,0,75.0,1.0,7500.0,1,1,75.0,3.0,,2500.0,2.0,0,,,,0,0,1,1,1,0,0,0
369,Kibo,Season 3,16,369,2024-01-22,2024-03-31,2024-02-12,Innovation At Every Step,Rahul Dua,Technology/Software,TrestleLabs Optical Character Recognition,https://www.trestlelabs.com/,2019,2,1.0,1.0,,1,,"Faridabad,Ahmedabad","Haryana,Gujarat",135.0,,,30.0,,,,1,0,0,60.0,1.0,6000.0,1,1,60.0,6.0,,1000.0,2.0,0,,,,0,0,1,1,1,0,0,0
370,VOLD,Season 3,17,370,2024-01-22,2024-03-31,2024-02-13,Innovation On Display,Rahul Dua,Food and Beverage,Energy Drink,https://www.voldenergy.in/,,1,1.0,,,0,,Ahmednagar,Maharashtra,,3.0,38.0,25.0,,,,0,0,0,50.0,2.0,2500.0,1,1,10.0,10.0,40.0,100.0,1.0,0,3.0,40.0,,1,1,1,1,0,0,1,0
371,Quirksmith,Season 3,17,371,2024-01-22,2024-03-31,2024-02-13,Innovation On Display,Rahul Dua,Beauty/Fashion,Jewellery,https://quirksmith.com/,2016,2,,2.0,,0,,Agra,Uttar Pradesh,600.0,75.0,,4.0,,,,0,0,0,80.0,1.0,8000.0,1,0,,,,,,0,,,,1,1,1,1,0,0,1,0
372,UrbanSpace,Season 3,17,372,2024-01-22,2024-03-31,2024-02-13,Innovation On Display,Rahul Dua,Lifestyle/Home,Home Interiors,https://www.urbanspacestore.in/,,2,1.0,1.0,,1,,Ahmedabad,Gujarat,2050.0,800.0,,,,,1200.0,0,0,0,180.0,1.0,18000.0,1,0,,,,,,0,,,,1,1,1,1,0,0,1,0
373,HyperLab,Season 3,18,373,2024-01-22,2024-03-31,2024-02-14,Building India Through Innovation,Rahul Dua,Fitness/Sports/Outdoors,"Sports analytics for agility, strength, reflexes, and stamina",https://www.hyperlab.life/,2023,3,3.0,,,0,,Ahmedabad,Gujarat,,,,,,,,1,0,0,10.0,1.0,1000.0,1,1,25.0,1.0,,2500.0,1.0,0,,,,1,1,1,1,0,0,1,0
374,EcoBiotraps,Season 3,18,374,2024-01-22,2024-03-31,2024-02-14,Building India Through Innovation,Rahul Dua,Green/CleanTech,Mosquito Breeding Prevention,https://ecobiotraps.com/,2022,3,2.0,1.0,,0,,"Ahmedabad,Pune","Gujarat,Maharashtra",84.0,8.0,25.0,4.0,,,,1,0,0,50.0,2.0,2500.0,1,0,,,,,,0,,,,1,1,1,1,0,0,1,0
375,Hoora,Season 3,18,375,2024-01-22,2024-03-31,2024-02-14,Building India Through Innovation,Rahul Dua,Technology/Software,Auto Care App,https://hoora.in/,2019,2,2.0,,,0,,Nagpur,Maharashtra,,31.0,60.0,,,,,1,0,0,80.0,2.0,4000.0,0,,,,,,,0,,,,1,1,1,1,0,0,1,0
376,YesMadam,Season 3,19,376,2024-01-22,2024-03-31,2024-02-15,The Next Big Investment,Rahul Dua,Beauty/Fashion,Saloon service app,https://www.yesmadam.com/,2016,4,3.0,1.0,,0,,Delhi,Delhi,5000.0,,,,,,,0,0,0,150.0,0.5,30000.0,1,1,150.0,2.0,,7500.0,4.0,0,2.0,150.0,,0,1,0,1,1,1,0,1
377,Zerodor,Season 3,19,377,2024-01-22,2024-03-31,2024-02-15,The Next Big Investment,Rahul Dua,Lifestyle/Home,Waterless Urinal Technology,https://www.zerodor.in/,,2,2.0,,,0,,"Ahmedabad,Mumbai","Gujarat,Maharashtra",280.0,,,7.0,,,,1,0,0,100.0,3.0,3333.333333,1,0,,,,,,0,,,,0,1,0,1,1,1,0,1
378,ToffeeCoffeeRoasters,Season 3,19,378,2024-01-22,2024-03-31,2024-02-15,The Next Big Investment,Rahul Dua,Food and Beverage,Coffee brand,https://toffeecoffeeroasters.com/,2019,2,1.0,1.0,,1,,Bangalore,Karnataka,230.0,33.0,62.0,,,,,0,0,0,60.0,2.0,3000.0,1,1,35.0,2.33,25.0,1502.145923,1.0,0,,,,0,1,0,1,1,1,0,1
379,PushSports,Season 3,20,379,2024-01-22,2024-03-31,2024-02-16,Pioneering Change,Rahul Dua,Fitness/Sports/Outdoors,Kids & young adults for recreation & professional sport,https://pushsports.in/,2017,2,2.0,,,0,,Delhi,Delhi,900.0,50.0,,,,,,0,0,0,80.0,1.0,8000.0,1,1,80.0,4.0,,2000.0,2.0,0,2.0,160.0,,0,1,1,1,1,0,0,1
380,ORBO,Season 3,20,380,2024-01-22,2024-03-31,2024-02-16,Pioneering Change,Rahul Dua,Technology/Software,AI-powered tools for beauty brands,https://www.orbo.ai/,2019,3,3.0,,,0,,Mumbai,Maharashtra,,18.0,,,,,,0,0,0,100.0,0.75,13333.33333,1,1,100.0,1.0,,10000.0,1.0,1,,,,0,1,1,1,1,0,0,1
381,CannazoIndia,Season 3,20,381,2024-01-22,2024-03-31,2024-02-16,Pioneering Change,Rahul Dua,Beauty/Fashion,"Medical cannabis, alternative medications",https://cannazoindia.com/,2022,3,2.0,1.0,,0,,Mumbai,Maharashtra,50.0,18.0,,,,,,0,0,0,150.0,5.0,3000.0,1,0,,,,,,0,,,,0,1,1,1,1,0,0,1
382,Chefling,Season 3,21,382,2024-01-22,2024-03-31,2024-02-19,Entrepreneurs Battle for Investment,Rahul Dua,Food and Beverage,DIY Food Products,https://chefling.in/,,1,1.0,,,0,,Mumbai,Maharashtra,20.0,2.0,70.0,45.0,,,,0,0,0,40.0,10.0,400.0,1,1,40.0,16.0,,250.0,4.0,0,,,,1,0,1,0,1,0,1,1
383,IntenseFocus,Season 3,21,383,2024-01-22,2024-03-31,2024-02-19,Entrepreneurs Battle for Investment,Rahul Dua,Beauty/Fashion,Designer Eye Wear,https://intensefocus.com/,,1,1.0,,,0,,,,825.0,100.0,60.0,,,,,0,0,0,500.0,5.0,10000.0,0,,,,,,,0,,,,1,0,1,0,1,0,1,1
384,MilletAmma,Season 3,21,384,2024-01-22,2024-03-31,2024-02-19,Entrepreneurs Battle for Investment,Rahul Dua,Food and Beverage,Millet based Products,https://milletamma.com/,2017,2,1.0,1.0,,1,,Bangalore,Karnataka,220.0,33.0,,,,,,0,0,0,100.0,3.0,3333.333333,0,,,,,,,0,,,,1,0,1,0,1,0,1,1
385,D'chica,Season 3,22,385,2024-01-22,2024-03-31,2024-02-20,Impressive Numbers and High Stakes,Rahul Dua,Beauty/Fashion,Innerwears for Teenage Girls,https://www.dchica.in/,2020,2,,2.0,,0,,Delhi,Delhi,1030.0,120.0,,,,,,0,0,0,80.0,1.0,8000.0,1,1,80.0,2.0,,4000.0,2.0,0,,,,1,1,1,1,0,0,1,0
386,Refit,Season 3,22,386,2024-01-22,2024-03-31,2024-02-20,Impressive Numbers and High Stakes,Rahul Dua,Electronics,Refurbished Phones,https://refitglobal.com/,2017,2,2.0,,,0,,Delhi,Delhi,18700.0,3500.0,14.0,,,,,0,1,0,200.0,0.5,40000.0,1,1,200.0,1.0,,20000.0,3.0,0,1.0,300.0,,1,1,1,1,0,0,1,0
387,HouseOfBeautyIndia,Season 3,22,387,2024-01-22,2024-03-31,2024-02-20,Impressive Numbers and High Stakes,Rahul Dua,Beauty/Fashion,Skin care Products,https://houseofbeautyindia.com/,2021,1,,1.0,,0,,Delhi,Delhi,,40.0,,,,,,0,1,0,150.0,5.0,3000.0,0,,,,,,,0,,,,1,1,1,1,0,0,1,0
388,Artinci,Season 3,23,388,2024-01-22,2024-03-31,2024-02-21,Celebrating Entrepreneurial Breakthroughs,Rahul Dua,Food and Beverage,Zero Sugar Desserts,https://www.artinci.com/,2017,2,1.0,1.0,,1,,Bangalore,Karnataka,440.0,33.0,62.0,,,,,1,0,0,50.0,1.75,2857.142857,1,1,50.0,5.0,,1000.0,1.0,1,1.0,75.0,,1,1,1,1,1,0,0,0
389,TheRageRoom,Season 3,23,389,2024-01-22,2024-03-31,2024-02-21,Celebrating Entrepreneurial Breakthroughs,Rahul Dua,Business Services,Anger Management activities,https://rageroom.in/,2022,1,1.0,,,0,,Hyderabad,Telangana,,,,,,,,0,0,0,20.0,30.0,66.66666667,0,,,,,,,0,,,,1,1,1,1,1,0,0,0
390,Aastey,Season 3,23,390,2024-01-22,2024-03-31,2024-02-21,Celebrating Entrepreneurial Breakthroughs,Rahul Dua,Beauty/Fashion,Athleisure Wear Company,https://aastey.com/,2021,2,,2.0,,0,,"Delhi,Mumbai","Delhi,Maharashtra",,150.0,,,,,,0,0,0,80.0,2.0,4000.0,0,,,,,,,0,,,,1,1,1,1,1,0,0,0
391,Matri,Season 3,24,391,2024-01-22,2024-03-31,2024-02-22,Winning Over The Sharks,Rahul Dua,Medical/Health,Period Pain Relieving Devices,https://getmatri.com/,,2,2.0,,,0,,Kolkata,West Bengal,,,,,,,,1,0,0,60.0,4.0,1500.0,1,1,60.0,4.0,,1500.0,2.0,0,,,,1,1,1,1,0,1,0,0
392,Rubbabu,Season 3,24,392,2024-01-22,2024-03-31,2024-02-22,Winning Over The Sharks,Rahul Dua,Manufacturing,Rubber Foam Toys for kids,https://rubbabu.com/,2020,3,1.0,2.0,,1,,Delhi,Delhi,400.0,52.0,,,,,,0,0,0,200.0,5.0,4000.0,0,,,,,,,0,,,,1,1,1,1,0,1,0,0
393,GulaboJaipur,Season 3,24,393,2024-01-22,2024-03-31,2024-02-22,Winning Over The Sharks,Rahul Dua,Beauty/Fashion,Traditional Jaipur Clothing,https://www.gulabojaipur.com/,2014,2,1.0,1.0,,1,,Jaipur,Rajasthan,450.0,72.0,,,15.0,,,0,0,0,90.0,1.0,9000.0,0,,,,,,,0,,,,1,1,1,1,0,1,0,0
394,AristaVault,Season 3,25,394,2024-01-22,2024-03-31,2024-02-23,Battle Of The Innovators,Rahul Dua,Manufacturing,Follow me suitcases,https://www.aristavault.com/,2018,2,1.0,1.0,,0,,Delhi,Delhi,360.0,65.0,,,,,,0,0,0,45.0,1.5,3000.0,1,1,20.0,1.0,25.0,2000.0,1.0,1,,,,0,1,1,1,0,0,0,0
395,ToHands,Season 3,25,395,2024-01-22,2024-03-31,2024-02-23,Battle Of The Innovators,Rahul Dua,Technology/Software,App to sync transactions with calculator,https://smart.tohands.in/,2023,3,3.0,,,0,,"Erode,Kanpur","Tamil Nadu,Uttar Pradesh",,,,,,,,0,0,0,55.0,1.0,5500.0,1,1,60.0,2.0,,3000.0,2.0,0,,,,0,1,1,1,0,0,0,0
396,PlusGold,Season 3,25,396,2024-01-22,2024-03-31,2024-02-23,Battle Of The Innovators,Rahul Dua,Technology/Software,Jewellery savings app that integrates digital gold investment,https://plusgold.in/,,2,2.0,,,0,,Bangalore,Karnataka,,,,,,,,0,0,0,60.0,1.0,6000.0,1,1,60.0,1.5,,4000.0,1.0,0,,,,0,1,1,1,0,0,0,0
